DATE,HOUR,MERIDIAN,HOURLYDRYBULBTEMPF,HOURLYRelativeHumidity,HOURLYWindSpeed,HOURLYWindGustSpeed,DAILYSunrise,DAILYSunset
6/28/2016,12:51:00,AM,58,72,3,,455,2006
6/28/2016,1:51:00,AM,59,72,0,,455,2006
6/28/2016,2:51:00,AM,56,77,0,,455,2006
6/28/2016,3:51:00,AM,55,83,3,,455,2006
6/28/2016,4:51:00,AM,55,80,0,,455,2006
6/28/2016,5:51:00,AM,57,78,0,,455,2006
6/28/2016,6:51:00,AM,62,65,0,,455,2006
6/28/2016,7:51:00,AM,67,51,3,,455,2006
6/28/2016,8:51:00,AM,71,42,0,,455,2006
6/28/2016,9:51:00,AM,76,37,3,,455,2006
6/28/2016,10:51:00,AM,84,29,0,,455,2006
6/28/2016,11:51:00,AM,88,27,5,,455,2006
6/28/2016,12:51:00,PM,93,21,0,,455,2006
6/28/2016,1:51:00,PM,97,12,6,,455,2006
6/28/2016,2:51:00,PM,97,10,3,,455,2006
6/28/2016,3:51:00,PM,97,10,0,,455,2006
6/28/2016,4:51:00,PM,97,13,7,,455,2006
6/28/2016,5:51:00,PM,95,19,5,,456,2006
6/28/2016,6:51:00,PM,90,25,6,,456,2006
6/28/2016,7:51:00,PM,82,42,7,,456,2006
6/28/2016,8:51:00,PM,73,53,7,,456,2006
6/28/2016,9:51:00,PM,72,48,6,,456,2006
6/28/2016,10:51:00,PM,76,32,0,,456,2006
6/28/2016,11:51:00,PM,64,63,5,,456,2006
6/28/2016,11:59:00,PM,,,,,456,2006
6/29/2016,12:51:00,AM,64,63,6,,456,2006
6/29/2016,1:51:00,AM,63,65,0,,456,2006
6/29/2016,2:51:00,AM,57,81,3,,456,2006
6/29/2016,3:51:00,AM,57,78,0,,456,2006
6/29/2016,4:51:00,AM,58,72,0,,456,2006
6/29/2016,5:51:00,AM,60,67,0,,456,2006
6/29/2016,6:51:00,AM,63,70,0,,456,2006
6/29/2016,7:51:00,AM,70,51,3,,456,2006
6/29/2016,8:51:00,AM,74,38,0,,456,2006
6/29/2016,9:51:00,AM,76,42,0,,456,2006
6/29/2016,10:51:00,AM,82,32,6,,456,2006
6/29/2016,11:51:00,AM,89,24,7,,456,2006
6/29/2016,12:51:00,PM,90,20,0,,456,2006
6/29/2016,1:51:00,PM,92,18,3,,456,2006
6/29/2016,2:51:00,PM,93,18,8,,456,2006
6/29/2016,3:51:00,PM,93,16,7,,456,2006
6/29/2016,4:51:00,PM,91,20,7,,456,2006
6/29/2016,5:51:00,PM,90,21,0,,456,2006
6/29/2016,6:51:00,PM,87,32,3,,456,2006
6/29/2016,7:51:00,PM,81,33,20,28,456,2006
6/29/2016,8:51:00,PM,81,30,15,,456,2006
6/29/2016,9:51:00,PM,80,33,11,,456,2006
6/29/2016,10:51:00,PM,75,45,13,,456,2006
6/29/2016,11:51:00,PM,74,46,10,,456,2006
6/29/2016,11:59:00,PM,,,,,456,2006
6/30/2016,12:51:00,AM,73,46,10,,456,2006
6/30/2016,1:51:00,AM,71,51,7,,456,2006
6/30/2016,2:51:00,AM,72,46,3,,456,2006
6/30/2016,3:51:00,AM,64,73,3,,456,2006
6/30/2016,4:51:00,AM,64,75,3,,456,2006
6/30/2016,5:51:00,AM,66,70,0,,456,2006
6/30/2016,6:51:00,AM,66,75,6,,456,2006
6/30/2016,7:51:00,AM,71,59,7,,456,2006
6/30/2016,8:51:00,AM,70,64,0,,456,2006
6/30/2016,9:51:00,AM,69,66,8,,456,2006
6/30/2016,10:51:00,AM,65,78,9,,456,2006
6/30/2016,11:51:00,AM,72,57,3,,456,2006
6/30/2016,12:51:00,PM,74,60,5,,456,2006
6/30/2016,1:51:00,PM,79,50,8,,456,2006
6/30/2016,2:51:00,PM,82,42,0,,456,2006
6/30/2016,3:51:00,PM,84,40,10,,456,2006
6/30/2016,4:51:00,PM,84,38,8,,456,2006
6/30/2016,5:51:00,PM,84,37,7,,457,2006
6/30/2016,6:51:00,PM,79,50,6,,457,2006
6/30/2016,7:51:00,PM,77,48,6,,457,2006
6/30/2016,8:51:00,PM,69,63,3,,457,2006
6/30/2016,9:51:00,PM,68,63,10,,457,2006
6/30/2016,10:51:00,PM,67,59,15,,457,2006
6/30/2016,11:51:00,PM,67,57,9,,457,2006
6/30/2016,11:59:00,PM,,,,,457,2006
