STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,REPORTTPYE,HOURLYSKYCONDITIONS,HOURLYVISIBILITY,HOURLYPRSENTWEATHERTYPE,HOURLYDRYBULBTEMPF,HOURLYDRYBULBTEMPC,HOURLYWETBULBTEMPF,HOURLYWETBULBTEMPC,HOURLYDewPointTempF,HOURLYDewPointTempC,HOURLYRelativeHumidity,HOURLYWindSpeed,HOURLYWindDirection,HOURLYWindGustSpeed,HOURLYStationPressure,HOURLYPressureTendency,HOURLYPressureChange,HOURLYSeaLevelPressure,HOURLYPrecip,HOURLYAltimeterSetting,DAILYMaximumDryBulbTemp,DAILYMinimumDryBulbTemp,DAILYAverageDryBulbTemp,DAILYDeptFromNormalAverageTemp,DAILYAverageRelativeHumidity,DAILYAverageDewPointTemp,DAILYAverageWetBulbTemp,DAILYHeatingDegreeDays,DAILYCoolingDegreeDays,DAILYSunrise,DAILYSunset,DAILYWeather,DAILYPrecip,DAILYSnowfall,DAILYSnowDepth,DAILYAverageStationPressure,DAILYAverageSeaLevelPressure,DAILYAverageWindSpeed,DAILYPeakWindSpeed,PeakWindDirection,DAILYSustainedWindSpeed,DAILYSustainedWindDirection,MonthlyMaximumTemp,MonthlyMinimumTemp,MonthlyMeanTemp,MonthlyAverageRH,MonthlyDewpointTemp,MonthlyWetBulbTemp,MonthlyAvgHeatingDegreeDays,MonthlyAvgCoolingDegreeDays,MonthlyStationPressure,MonthlySeaLevelPressure,MonthlyAverageWindSpeed,MonthlyTotalSnowfall,MonthlyDeptFromNormalMaximumTemp,MonthlyDeptFromNormalMinimumTemp,MonthlyDeptFromNormalAverageTemp,MonthlyDeptFromNormalPrecip,MonthlyTotalLiquidPrecip,MonthlyGreatestPrecip,MonthlyGreatestPrecipDate,MonthlyGreatestSnowfall,MonthlyGreatestSnowfallDate,MonthlyGreatestSnowDepth,MonthlyGreatestSnowDepthDate,MonthlyDaysWithGT90Temp,MonthlyDaysWithLT32Temp,MonthlyDaysWithGT32Temp,MonthlyDaysWithLT0Temp,MonthlyDaysWithGT001Precip,MonthlyDaysWithGT010Precip,MonthlyDaysWithGT1Snow,MonthlyMaxSeaLevelPressureValue,MonthlyMaxSeaLevelPressureDate,MonthlyMaxSeaLevelPressureTime,MonthlyMinSeaLevelPressureValue,MonthlyMinSeaLevelPressureDate,MonthlyMinSeaLevelPressureTime,MonthlyTotalHeatingDegreeDays,MonthlyTotalCoolingDegreeDays,MonthlyDeptFromNormalHeatingDD,MonthlyDeptFromNormalCoolingDD,MonthlyTotalSeasonToDateHeatingDD,MonthlyTotalSeasonToDateCoolingDD
WBAN:14768,ROCHESTER GREATER INTERNATIONAL NY US,164.3,43.1167,-77.6767,2016-04-25 00:54,FM-15,BKN:07 70 OVC:08 85,10.00,,48,8.9,41,5.0,22,-5.6,36,0,000,,29.46,6,,30.07,,30.05,,,,,,,,,,0512,1906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14768,ROCHESTER GREATER INTERNATIONAL NY US,164.3,43.1167,-77.6767,2016-04-25 01:00,FM-12,74,,,48,8.9,41,5.0,22,-5.6,36,0,000,,29.42,6,+0.02,30.07,,,49,32,40,-10.1,,,,25,0,0512,1906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14768,ROCHESTER GREATER INTERNATIONAL NY US,164.3,43.1167,-77.6767,2016-04-25 01:54,FM-15,OVC:08 75,10.00,,48,8.9,41,5.0,24,-4.4,39,0,000,,29.46,,,30.06,0.00,30.05,,,,,,,,,,0512,1906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14768,ROCHESTER GREATER INTERNATIONAL NY US,164.3,43.1167,-77.6767,2016-04-25 02:54,FM-15,OVC:08 70,10.00,,48,8.9,41,5.0,24,-4.4,39,0,000,,29.45,,,30.06,0.00,30.04,,,,,,,,,,0512,1906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14768,ROCHESTER GREATER INTERNATIONAL NY US,164.3,43.1167,-77.6767,2016-04-25 03:00,SHEF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0512,1906,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14768,ROCHESTER GREATER INTERNATIONAL NY US,164.3,43.1167,-77.6767,2016-04-25 03:54,FM-15,OVC:08 60,10.00,,47,8.3,41,5.0,31,-0.6,54,0,000,,29.45,5,,30.06,T,30.04,,,,,,,,,,0512,1906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14768,ROCHESTER GREATER INTERNATIONAL NY US,164.3,43.1167,-77.6767,2016-04-25 04:54,FM-15,OVC:08 55,10.00,-RA:02 |RA:61 |,48,8.9,41,5.2,28,-2.2,46,8,030,,29.47,,,30.07,T,30.06,,,,,,,,,,0512,1906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14768,ROCHESTER GREATER INTERNATIONAL NY US,164.3,43.1167,-77.6767,2016-04-25 05:54,FM-15,OVC:08 50,10.00,,47,8.3,40,4.7,27,-2.8,46,6,040,,29.49,,,30.10,T,30.08,,,,,,,,,,0512,1906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14768,ROCHESTER GREATER INTERNATIONAL NY US,164.3,43.1167,-77.6767,2016-04-25 06:54,FM-15,BKN:07 55 OVC:08 90,10.00,,46,7.8,39,4.1,25,-3.9,44,13,050,,29.49,1,,30.11,0.00,30.09,,,,,,,,,,0512,1906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14768,ROCHESTER GREATER INTERNATIONAL NY US,164.3,43.1167,-77.6767,2016-04-25 07:00,FM-12,57,,,46,7.8,39,4.1,25,-3.9,44,13,050,,29.46,1,-0.04,30.11,,,55,46,50,-0.1,,,,15,0,0512,1906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14768,ROCHESTER GREATER INTERNATIONAL NY US,164.3,43.1167,-77.6767,2016-04-25 07:54,FM-15,SCT:04 49 OVC:08 65,10.00,,46,7.8,40,4.4,29,-1.7,51,13,070,,29.48,,,30.09,0.00,30.07,,,,,,,,,,0512,1906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14768,ROCHESTER GREATER INTERNATIONAL NY US,164.3,43.1167,-77.6767,2016-04-25 08:54,FM-15,OVC:08 70,10.00,,46,7.8,40,4.5,30,-1.1,54,10,090,,29.48,,,30.09,0.00,30.07,,,,,,,,,,0512,1906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14768,ROCHESTER GREATER INTERNATIONAL NY US,164.3,43.1167,-77.6767,2016-04-25 09:54,FM-15,OVC:08 55,10.00,,47,8.3,41,5.0,31,-0.6,54,8,070,,29.49,5,,30.09,0.00,30.08,,,,,,,,,,0512,1906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14768,ROCHESTER GREATER INTERNATIONAL NY US,164.3,43.1167,-77.6767,2016-04-25 10:54,FM-15,FEW:02 36 BKN:07 70 OVC:08 90,10.00,-RA:02 |RA:61 |,47,8.3,41,5.2,33,0.6,59,11,070,,29.47,,,30.08,T,30.06,,,,,,,,,,0512,1906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14768,ROCHESTER GREATER INTERNATIONAL NY US,164.3,43.1167,-77.6767,2016-04-25 11:54,FM-15,OVC:08 60,10.00,,44,6.7,39,4.0,32,0.0,63,13,060,,29.45,,,30.06,0.00,30.04,,,,,,,,,,0512,1906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14768,ROCHESTER GREATER INTERNATIONAL NY US,164.3,43.1167,-77.6767,2016-04-25 12:54,FM-15,OVC:08 75,10.00,,46,7.8,41,4.8,33,0.6,61,11,040,,29.45,6,,30.06,0.00,30.04,,,,,,,,,,0512,1906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14768,ROCHESTER GREATER INTERNATIONAL NY US,164.3,43.1167,-77.6767,2016-04-25 13:00,FM-12,74,,,46,7.8,41,4.8,33,0.6,61,11,040,,29.42,6,+0.04,30.06,,,,,,,,,,,,0512,1906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14768,ROCHESTER GREATER INTERNATIONAL NY US,164.3,43.1167,-77.6767,2016-04-25 13:54,FM-15,BKN:07 80 OVC:08 220,10.00,,47,8.3,41,5.2,33,0.6,59,13,070,,29.41,,,30.02,0.00,30.00,,,,,,,,,,0512,1906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14768,ROCHESTER GREATER INTERNATIONAL NY US,164.3,43.1167,-77.6767,2016-04-25 14:54,FM-15,BKN:07 80 OVC:08 220,10.00,,48,8.9,42,5.6,33,0.6,56,10,070,,29.39,,,30.00,0.00,29.98,,,,,,,,,,0512,1906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14768,ROCHESTER GREATER INTERNATIONAL NY US,164.3,43.1167,-77.6767,2016-04-25 15:54,FM-15,SCT:04 60 BKN:07 80 BKN:07 200,10.00,,49,9.4,43,6.1,34,1.1,56,10,060,,29.36,6,,29.97,0.00,29.95,,,,,,,,,,0512,1906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14768,ROCHESTER GREATER INTERNATIONAL NY US,164.3,43.1167,-77.6767,2016-04-25 16:54,FM-15,FEW:02 60 FEW:02 80 BKN:07 200,10.00,,48,8.9,42,5.6,33,0.6,56,14,040,,29.35,,,29.96,0.00,29.94,,,,,,,,,,0512,1906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14768,ROCHESTER GREATER INTERNATIONAL NY US,164.3,43.1167,-77.6767,2016-04-25 17:54,FM-15,FEW:02 80 SCT:04 120 BKN:07 200,10.00,,47,8.3,41,5.2,33,0.6,59,10,060,,29.34,,,29.95,0.00,29.93,,,,,,,,,,0512,1906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14768,ROCHESTER GREATER INTERNATIONAL NY US,164.3,43.1167,-77.6767,2016-04-25 18:54,FM-15,BKN:07 100 BKN:07 120 OVC:08 200,10.00,,47,8.3,41,5.2,33,0.6,59,14,080,,29.31,8,,29.92,0.00,29.90,,,,,,,,,,0512,1906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14768,ROCHESTER GREATER INTERNATIONAL NY US,164.3,43.1167,-77.6767,2016-04-25 19:00,FM-12,,,,47,8.3,41,5.2,33,0.6,59,14,080,,29.28,8,+0.05,29.92,,,,,,,,,,,,0510,1907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14768,ROCHESTER GREATER INTERNATIONAL NY US,164.3,43.1167,-77.6767,2016-04-25 19:54,FM-15,FEW:02 60 SCT:04 90 BKN:07 180,10.00,,45,7.2,39,3.7,26,-3.3,48,15,070,,29.30,,,29.91,0.00,29.89,,,,,,,,,,0510,1907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14768,ROCHESTER GREATER INTERNATIONAL NY US,164.3,43.1167,-77.6767,2016-04-25 20:54,FM-15,FEW:02 36 SCT:04 60 BKN:07 85,10.00,,46,7.8,39,4.2,26,-3.3,46,6,100,,29.32,,,29.93,T,29.91,,,,,,,,,,0510,1907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14768,ROCHESTER GREATER INTERNATIONAL NY US,164.3,43.1167,-77.6767,2016-04-25 21:54,FM-15,SCT:04 20 BKN:07 44 OVC:08 80,5.00,RA:02 |RA:62 |,43,6.1,39,3.9,34,1.1,71,10,040,,29.31,4,,29.93,0.05,29.90,,,,,,,,,,0510,1907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14768,ROCHESTER GREATER INTERNATIONAL NY US,164.3,43.1167,-77.6767,2016-04-25 22:54,FM-15,SCT:04 44 BKN:07 60 OVC:08 85,10.00,,41,5.0,39,3.7,36,2.2,82,9,070,,29.27,,,29.88,0.09,29.86,,,,,,,,,,0510,1907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14768,ROCHESTER GREATER INTERNATIONAL NY US,164.3,43.1167,-77.6767,2016-04-25 23:54,FM-15,FEW:02 50 BKN:07 70 OVC:08 85,9.00,-RA:02 |RA:61 |,42,5.6,40,4.2,37,2.8,82,9,100,,29.24,,,29.85,0.01,29.83,51,41,46,-4.1,,,,19,0,0510,1907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14768,ROCHESTER GREATER INTERNATIONAL NY US,164.3,43.1167,-77.6767,2016-04-25 23:59,SOD,,,,,,,,,,,,,,,,,,,,51,41,46,-4.1,56,30,40,19,0,0510,1907,RA:16,0.15,0.0,0,29.42,30.01,8.9,22,090,18,090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14768,ROCHESTER GREATER INTERNATIONAL NY US,164.3,43.1167,-77.6767,2016-04-26 00:54,FM-15,FEW:02 41 BKN:07 90 OVC:08 110,10.00,-RA:02 |RA:61 |,42,5.6,40,4.5,38,3.3,85,8,070,,29.21,6,,29.82,0.01,29.80,,,,,,,,,,0510,1907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14768,ROCHESTER GREATER INTERNATIONAL NY US,164.3,43.1167,-77.6767,2016-04-26 01:00,FM-12,41,,||RA:61,42,5.6,40,4.5,38,3.3,85,8,070,,29.18,6,+0.11,29.82,,,48,41,44,-6.4,,,,21,0,0510,1907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14768,ROCHESTER GREATER INTERNATIONAL NY US,164.3,43.1167,-77.6767,2016-04-26 01:54,FM-15,BKN:07 8 BKN:07 65 OVC:08 85,10.00,,41,5.0,39,4.2,38,3.3,89,13,060,,29.18,,,29.79,0.01,29.77,,,,,,,,,,0510,1907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14768,ROCHESTER GREATER INTERNATIONAL NY US,164.3,43.1167,-77.6767,2016-04-26 02:52,FM-16,SCT:04 8 SCT:04 38 OVC:08 70,10.00,,41,5.0,39,3.9,37,3.0,87,10,080,,29.14,,,,,29.73,,,,,,,,,,0510,1907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14768,ROCHESTER GREATER INTERNATIONAL NY US,164.3,43.1167,-77.6767,2016-04-26 02:54,FM-15,SCT:04 8 SCT:04 38 OVC:08 70,10.00,,41,5.0,39,4.2,38,3.3,89,13,080,,29.13,,,29.74,0.01,29.72,,,,,,,,,,0510,1907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14768,ROCHESTER GREATER INTERNATIONAL NY US,164.3,43.1167,-77.6767,2016-04-26 03:00,SHEF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0510,1907,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14768,ROCHESTER GREATER INTERNATIONAL NY US,164.3,43.1167,-77.6767,2016-04-26 03:40,FM-16,BKN:07 8 OVC:08 55,9.00,-RA:02 |RA:61 |,40,4.4,39,3.9,38,3.3,93,13,020,,29.14,,,,0.10,29.73,,,,,,,,,,0510,1907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14768,ROCHESTER GREATER INTERNATIONAL NY US,164.3,43.1167,-77.6767,2016-04-26 03:54,FM-15,BKN:07 8 BKN:07 12 OVC:08 50,6.00,RA:02 BR:1 |RA:62 |,40,4.4,39,3.6,37,2.8,89,14,030,,29.15,5,,29.76,0.14,29.74,,,,,,,,,,0510,1907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14768,ROCHESTER GREATER INTERNATIONAL NY US,164.3,43.1167,-77.6767,2016-04-26 04:54,FM-15,OVC:08 9,10.00,-RA:02 |RA:61 |,39,3.9,38,3.3,37,2.8,93,13,050,,29.12,,,29.73,0.06,29.71,,,,,,,,,,0510,1907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14768,ROCHESTER GREATER INTERNATIONAL NY US,164.3,43.1167,-77.6767,2016-04-26 05:54,FM-15,BKN:07 6 OVC:08 12,10.00,-RA:02 |RA:61 |,39,3.9,38,3.3,37,2.8,93,10,070,,29.10,,,29.71,0.03,29.69,,,,,,,,,,0510,1907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14768,ROCHESTER GREATER INTERNATIONAL NY US,164.3,43.1167,-77.6767,2016-04-26 06:54,FM-15,OVC:08 5,5.00,-RA:02 BR:1 |RA:61 |,39,3.9,38,3.3,37,2.8,93,13,040,,29.13,5,,29.74,0.01,29.72,,,,,,,,,,0510,1907,,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14768,ROCHESTER GREATER INTERNATIONAL NY US,164.3,43.1167,-77.6767,2016-04-26 07:00,FM-12,5,,||RA:61,39,3.9,38,3.3,37,2.8,93,13,040,,29.10,5,+0.02,29.74,,,51,39,45,-5.4,,,,20,0,0510,1907,,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14768,ROCHESTER GREATER INTERNATIONAL NY US,164.3,43.1167,-77.6767,2016-04-26 07:52,FM-16,OVC:08 4,6.00,BR:1 ||,39,4.0,38,3.3,37,3.0,93,13,050,,29.14,,,,,29.73,,,,,,,,,,0510,1907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14768,ROCHESTER GREATER INTERNATIONAL NY US,164.3,43.1167,-77.6767,2016-04-26 07:54,FM-15,OVC:08 4,7.00,,39,3.9,38,3.3,37,2.8,93,16,050,,29.14,,,29.75,T,29.73,,,,,,,,,,0510,1907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14768,ROCHESTER GREATER INTERNATIONAL NY US,164.3,43.1167,-77.6767,2016-04-26 08:54,FM-15,OVC:08 4,7.00,,38,3.3,37,3.1,37,2.8,97,15,050,,29.16,,,29.78,0.00,29.75,,,,,,,,,,0510,1907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14768,ROCHESTER GREATER INTERNATIONAL NY US,164.3,43.1167,-77.6767,2016-04-26 09:18,FM-16,OVC:08 4,2.50,-RA:02 BR:1 |RA:61 |,37,2.8,37,2.5,36,2.2,96,20,050,26,29.18,,,,T,29.77,,,,,,,,,,0510,1907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14768,ROCHESTER GREATER INTERNATIONAL NY US,164.3,43.1167,-77.6767,2016-04-26 09:25,FM-16,OVC:08 5,3.00,-RA:02 BR:1 |RA:61 |,38,3.3,37,2.8,36,2.2,93,18,030,25,29.19,,,,T,29.78,,,,,,,,,,0510,1907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14768,ROCHESTER GREATER INTERNATIONAL NY US,164.3,43.1167,-77.6767,2016-04-26 09:37,FM-16,OVC:08 5,2.50,-RA:02 BR:1 |RA:61 |,37,2.8,36,2.2,35,1.7,93,21,030,29,29.22,,,,T,29.81,,,,,,,,,,0510,1907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14768,ROCHESTER GREATER INTERNATIONAL NY US,164.3,43.1167,-77.6767,2016-04-26 09:52,FM-16,OVC:08 5,1.75,+RA:02 BR:1 |RA:63 |,37,3.0,37,2.5,36,2.0,93,16,040,26,29.24,,,,,29.83,,,,,,,,,,0510,1907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14768,ROCHESTER GREATER INTERNATIONAL NY US,164.3,43.1167,-77.6767,2016-04-26 09:54,FM-15,OVC:08 5,2.00,RA:02 BR:1 |RA:62 |,37,2.8,36,2.2,35,1.7,93,18,030,,29.24,1,,29.85,0.06s,29.83,,,,,,,,,,0510,1907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14768,ROCHESTER GREATER INTERNATIONAL NY US,164.3,43.1167,-77.6767,2016-04-26 10:42,FM-16,OVC:08 8,5.00,RA:02 BR:1 |RA:62 |,36,2.2,35,1.7,34,1.1,93,20,050,,29.21,,,,0.17,29.80,,,,,,,,,,0510,1907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14768,ROCHESTER GREATER INTERNATIONAL NY US,164.3,43.1167,-77.6767,2016-04-26 10:54,FM-15,OVC:08 8,10.00,-RA:02 |RA:61 |,37,2.8,36,2.2,35,1.7,93,15,040,24,29.22,,,29.83,0.17,29.81,,,,,,,,,,0510,1907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14768,ROCHESTER GREATER INTERNATIONAL NY US,164.3,43.1167,-77.6767,2016-04-26 11:54,FM-15,OVC:08 7,10.00,,36,2.2,35,1.5,33,0.6,89,20,040,,29.25,,,29.86,T,29.84,,,,,,,,,,0510,1907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14768,ROCHESTER GREATER INTERNATIONAL NY US,164.3,43.1167,-77.6767,2016-04-26 12:54,FM-15,OVC:08 9,10.00,,37,2.8,35,1.8,33,0.6,86,15,060,,29.26,3,,29.87,0.00,29.85,,,,,,,,,,0510,1907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14768,ROCHESTER GREATER INTERNATIONAL NY US,164.3,43.1167,-77.6767,2016-04-26 13:00,FM-12,8,,,37,2.8,35,1.8,33,0.6,86,15,060,,29.23,3,-0.02,29.87,,,,,,,,,,,,0510,1907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14768,ROCHESTER GREATER INTERNATIONAL NY US,164.3,43.1167,-77.6767,2016-04-26 13:11,FM-16,OVC:08 10,10.00,,37,2.8,35,1.8,33,0.6,86,17,030,,29.27,,,,,29.86,,,,,,,,,,0510,1907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14768,ROCHESTER GREATER INTERNATIONAL NY US,164.3,43.1167,-77.6767,2016-04-26 13:54,FM-15,OVC:08 12,10.00,,37,2.8,35,1.5,32,0.0,82,15,050,22,29.28,,,29.89,0.00,29.87,,,,,,,,,,0510,1907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14768,ROCHESTER GREATER INTERNATIONAL NY US,164.3,43.1167,-77.6767,2016-04-26 14:15,FM-16,OVC:08 15,10.00,,38,3.3,35,1.9,32,0.0,79,15,050,24,29.28,,,,,29.87,,,,,,,,,,0510,1907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14768,ROCHESTER GREATER INTERNATIONAL NY US,164.3,43.1167,-77.6767,2016-04-26 14:54,FM-15,BKN:07 18 OVC:08 29,10.00,,39,3.9,36,2.2,32,0.0,76,8,040,,29.29,,,29.91,0.00,29.88,,,,,,,,,,0510,1907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14768,ROCHESTER GREATER INTERNATIONAL NY US,164.3,43.1167,-77.6767,2016-04-26 15:27,FM-16,BKN:07 14 OVC:08 29,10.00,,39,3.9,36,2.4,33,0.6,79,9,350,,29.31,,,,,29.90,,,,,,,,,,0510,1907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14768,ROCHESTER GREATER INTERNATIONAL NY US,164.3,43.1167,-77.6767,2016-04-26 15:54,FM-15,BKN:07 14 OVC:08 29,10.00,,39,3.9,36,2.4,33,0.6,79,6,360,,29.31,1,,29.92,0.00,29.90,,,,,,,,,,0510,1907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
